"materialEntity_fk"	"assertionValue"	"assertionUnit"	"assertionType"	"assertionBy"
"P280.1BS"	87	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P280.1BS_pure"	37	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P280.2AL"	86	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P280.2AL_pure"	13	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P280.2AS"	152	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P280.2AS_pure"	33	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P280.2BS"	635	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P280.2BS_pure"	61	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P281.1AS"	66	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P281.1AS_pure"	33	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P281.1BL"	50	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P281.1BL_pure"	25	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P281.1BS"	97	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P281.1BS_pure"	44	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P281.2AL"	143	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P281.2AL_pure"	5	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P281.2AS"	85	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P281.2AS_pure"	34	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P281.2BL"	71	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P281.2BL_pure"	19	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P281.2BS"	143	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P281.2BS_pure"	53	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P282.1AL"	16	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P282.1AL_pure"	6	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P282.1AS"	32	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P282.1AS_pure"	26	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P282.1BS"	34	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P282.1BS_pure"	12	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P282.2AL"	12	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P282.2AL_pure"	22	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P282.2AS"	36	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P282.2AS_pure"	18	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P282.2BL"	160	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P282.2BL_pure"	30	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P282.2BS"	47	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P282.2BS_pure"	21	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P283.1AL"	8	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P283.1AL_pure"	11	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P283.1AS"	34	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P283.1AS_pure"	17	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P283.1BL"	6	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P283.1BL_pure"	5	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P283.1BS"	46	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P283.1BS_pure"	13	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P283.2AL"	2	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P283.2AL_pure"	2	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P283.2AS"	111	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P283.2AS_pure"	26	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P283.2BL"	10	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P283.2BL_pure"	13	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P283.2BS"	32	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P283.2BS_pure"	18	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P284.1AL"	33	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P284.1AL_pure"	6	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P284.1AS"	121	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P284.1AS_pure"	38	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P284.1BL"	55	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P284.1BL_pure"	6	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P284.1BS"	47	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P284.1BS_pure"	22	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P284.2AL"	6	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P284.2AL_pure"	2	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P284.2AS"	63	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P284.2AS_pure"	29	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P284.2BL"	8	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P284.2BL_pure"	3	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P284.2BS"	19	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P284.2BS_pure"	9	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P285.1AL"	22	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P285.1AL_pure"	6	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P285.1AS"	33	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P285.1AS_pure"	27	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P285.1BL"	18	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P285.1BL_pure"	8	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P285.1BS"	143	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P285.1BS_pure"	57	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P285.2AL"	53	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P285.2AL_pure"	16	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P285.2AS"	63	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P285.2AS_pure"	33	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P285.2BL"	6	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P285.2BL_pure"	1	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P285.2BS"	131	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P285.2BS_pure"	35	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P286.1AL"	84	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P286.1AL_pure"	7	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P286.1AS"	31	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P286.1AS_pure"	20	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P286.1BL"	165	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P286.1BL_pure"	19	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P286.1BS"	37	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P286.1BS_pure"	25	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P286.2AL"	23	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P286.2AL_pure"	10	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P286.2AS"	100	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P286.2AS_pure"	35	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P286.2BL"	74	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P286.2BL_pure"	25	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P286.2BS"	56	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P286.2BS_pure"	30	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P288.1AS"	11	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P288.1AS_pure"	8	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P288.1BS"	24	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P288.1BS_pure"	23	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P288.2AL"	2	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P288.2AL_pure"	2	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P288.2AS"	44	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P288.2AS_pure"	23	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P288.2BL"	61	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P288.2BL_pure"	10	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P288.2BS"	257	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P288.2BS_pure"	56	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P289.1AL"	8	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P289.1AL_pure"	8	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P289.1AS"	181	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P289.1AS_pure"	27	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P289.1BL"	21	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P289.1BL_pure"	21	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P289.1BS"	282	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P289.1BS_pure"	52	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P289.2AS"	68	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P289.2AS_pure"	34	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P289.2BL"	8	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P289.2BS"	311	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P289.2BS_pure"	54	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P29.1AL"	5	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P29.1AL_pure"	7	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P29.1AS"	57	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P29.1AS_pure"	48	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P29.1BL"	58	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P29.1BL_pure"	14	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P29.1BS"	164	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P29.1BS_pure"	67	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P29.2AL"	63	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P29.2AL_pure"	45	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P29.2AS"	100	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P29.2AS_pure"	51	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P29.2BS"	112	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P29.2BS_pure"	60	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P290.1AS"	13	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P290.1AS_pure"	11	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P290.1BS"	33	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P290.1BS_pure"	18	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P290.2AL"	37	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P290.2AL_pure"	7	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P290.2AS"	48	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P290.2AS_pure"	21	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P290.2BS"	76	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P290.2BS_pure"	34	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P291.1AS"	48	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P291.1AS_pure"	26	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P291.1BS"	32	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P291.1BS_pure"	21	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P291.2AL"	32	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P291.2AL_pure"	14	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P291.2AS"	109	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P291.2AS_pure"	36	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P291.2BL"	104	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P291.2BL_pure"	12	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P291.2BS"	127	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P291.2BS_pure"	40	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P292.1AL"	53	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P292.1AL_pure"	10	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P292.1AS"	130	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P292.1AS_pure"	29	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P292.1BL"	101	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P292.1BL_pure"	15	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P292.1BS"	283	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P292.1BS_pure"	53	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P292.2AL"	30	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P292.2AL_pure"	17	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P292.2AS"	174	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P292.2AS_pure"	34	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P292.2BL"	42	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P292.2BL_pure"	10	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P292.2BS"	1126	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P292.2BS_pure"	57	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P293.1AL"	28	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P293.1AL_pure"	3	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P293.1AS"	184	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P293.1AS_pure"	57	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P293.1BL"	19	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P293.1BL_pure"	14	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P293.1BS"	218	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P293.1BS_pure"	52	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P293.2AL"	259	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P293.2AL_pure"	24	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P293.2AS"	1712	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P293.2AS_pure"	60	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P293.2BL"	47	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P293.2BL_pure"	6	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P293.2BS"	267	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P293.2BS_pure"	67	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P295.1AS"	22	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P295.1AS_pure"	21	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P295.1BL"	7	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P295.1BL_pure"	8	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P295.1BS"	51	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P295.1BS_pure"	32	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P295.2AL"	29	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P295.2AL_pure"	7	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P295.2AS"	61	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P295.2AS_pure"	23	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P295.2BL"	19	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P295.2BL_pure"	6	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P295.2BS"	73	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P295.2BS_pure"	46	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P296.1AL"	68	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P296.1AL_pure"	9	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P296.1AS"	1461	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P296.1AS_pure"	34	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P296.1BL"	84	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P296.1BL_pure"	10	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P296.1BS"	462	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P296.1BS_pure"	56	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P296.2AL"	33	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P296.2AL_pure"	6	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P296.2AS"	2119	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P296.2AS_pure"	35	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P296.2BL"	152	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P296.2BL_pure"	10	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P296.2BS"	458	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P296.2BS_pure"	73	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P297.1AL"	18	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P297.1AL_pure"	9	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P297.1AS"	186	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P297.1AS_pure"	47	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P297.1BL"	14	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P297.1BS"	189	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P297.1BS_pure"	58	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P297.2AL"	4	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P297.2AL_pure"	2	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P297.2AS"	180	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P297.2AS_pure"	32	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P297.2BL"	24	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P297.2BL_pure"	2	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P297.2BS"	112	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P297.2BS_pure"	55	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P298.1AL"	44	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P298.1AL_pure"	13	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P298.1AS"	38	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P298.1AS_pure"	25	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P298.1BS"	281	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P298.1BS_pure"	77	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P298.2AL"	22	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P298.2AL_pure"	3	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P298.2AS"	68	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P298.2AS_pure"	29	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P298.2BL"	25	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P298.2BL_pure"	16	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P298.2BS"	127	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P298.2BS_pure"	49	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P299.1AS"	130	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P299.1AS_pure"	30	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P299.1BL"	11	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P299.1BL_pure"	6	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P299.1BS"	300	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P299.1BS_pure"	37	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P299.2AL"	97	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P299.2AL_pure"	18	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P299.2AS"	234	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P299.2AS_pure"	34	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P299.2BL"	10	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P299.2BL_pure"	15	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P299.2BS"	127	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P299.2BS_pure"	50	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P3.1AL"	39	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P3.1AL_pure"	2	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P3.1AS"	13	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P3.1AS_pure"	5	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P3.1BL"	15	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P3.1BL_pure"	3	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P3.1BS"	99	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P3.1BS_pure"	35	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P3.2AS"	8	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P3.2AS_pure"	6	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P3.2BL"	6	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P3.2BS"	24	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P30.1AS"	48	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P30.1AS_pure"	26	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P30.1BL"	98	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P30.1BL_pure"	5	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P30.1BS"	60	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P30.1BS_pure"	31	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P30.2AL"	29	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P30.2AL_pure"	1	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P30.2AS"	195	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P30.2AS_pure"	45	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P30.2BL"	5	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P30.2BL_pure"	1	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P30.2BS"	1243	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P30.2BS_pure"	92	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P300.1AS"	38	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P300.1AS_pure"	24	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P300.1BS"	39	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P300.1BS_pure"	24	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P300.2AL"	13	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P300.2AL_pure"	4	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P300.2AS"	202	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P300.2AS_pure"	51	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P300.2BS"	466	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P300.2BS_pure"	39	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P301.1AS"	24	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P301.1AS_pure"	12	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P301.1BS"	25	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P301.1BS_pure"	12	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P301.2AL"	92	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P301.2AL_pure"	6	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P301.2AS"	67	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P301.2AS_pure"	32	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P301.2BS"	82	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
"P301.2BS_pure"	45	"ng/µl"	"DNA concentration"	"Lene Bruhn Pedersen"
"P302.1BS"	3	"mg"	"dry weight biomass"	"Lene Bruhn Pedersen"
